player,position,team,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received
Manuel Neuer,GK,Germany,1986,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,115.0,127.0,90.6,2729.0,1737.0,27.0,27.0,100.0,51.0,53.0,96.2,36.0,46.0,78.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,16.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,,90.0,100.0,90.0,3,0,,0,1.33,6.0,5.0,1.0,0.33,,10.1,3.4,6.7,2.22,,133.0,103.0,132.0,1.0,0.0,0.0,133.0,0.0,0.0,,0.0,0.0,88.0,0.0
Marcelo Brozović,MF,Croatia,1992,6,6,552,6.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,0.09,0.03,0.12,0.09,0.12,4,2,50.0,0.65,0.33,0.0,0.0,17.4,0.0,0.13,-0.5,-0.5,466.0,530.0,87.9,7429.0,1726.0,253.0,279.0,90.7,151.0,167.0,90.4,48.0,54.0,88.9,0.2,-0.2,5.0,31.0,1.0,0.0,25.0,513.0,16.0,16.0,1.0,2.0,4,0.0,0.0,0.0,0.0,0.0,1.0,12.0,13.0,7,8.0,2.0,3.0,3.0,10.0,30.0,7.0,13.0,7.0,6.0,4,17.0,7.0,0.0,10.0,1.72,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0,12,11,0,0.0,0.0,0,45.0,6.0,4.0,60.0,92.0,80.0,92.0,4,0,,1,1.17,5.0,5.0,0.0,0.0,-0.65,5.9,8.9,-3.0,-0.52,0.02,594.0,24.0,138.0,384.0,77.0,3.0,594.0,3.0,8.0,37.5,5.0,8.0,449.0,17.0
Marco Asensio,FW,Spain,1996,4,3,229,2.5,1,0,1,0,0,0,0,0.39,0.0,0.39,0.39,0.39,1.2,1.2,0.1,1.3,0.48,0.02,0.5,0.48,0.5,10,2,20.0,3.93,0.79,0.1,0.5,20.1,0.0,0.12,-0.2,-0.2,89.0,119.0,74.8,1262.0,150.0,50.0,59.0,84.7,26.0,35.0,74.3,5.0,8.0,62.5,0.1,-0.1,2.0,4.0,3.0,0.0,5.0,113.0,5.0,2.0,0.0,2.0,8,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,1.0,0.0,0.0,2.0,0.79,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,3,0,0.0,0.0,0,3.0,0.0,2.0,0.0,57.0,58.7,65.0,0,1,34.0,0,1.25,5.0,0.0,5.0,1.97,1.41,3.9,0.8,3.1,1.21,1.4,150.0,1.0,4.0,56.0,90.0,13.0,150.0,0.0,3.0,0.0,12.0,3.0,128.0,19.0
Marcos Acuña,DF,Argentina,1991,6,4,373,4.1,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.02,0.07,0.1,0.02,0.1,2,0,0.0,0.48,0.0,0.0,,17.9,0.0,0.04,-0.1,-0.1,167.0,217.0,77.0,2697.0,685.0,96.0,112.0,85.7,61.0,74.0,82.4,9.0,21.0,42.9,0.4,-0.3,5.0,9.0,2.0,0.0,9.0,182.0,34.0,4.0,1.0,2.0,17,26.0,4.0,0.0,4.0,0.0,1.0,6.0,12.0,8,9.0,2.0,1.0,6.0,7.0,85.7,1.0,8.0,1.0,7.0,2,14.0,9.0,0.0,7.0,1.84,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.26,0.0,0.0,0.0,0.0,1.0,0.0,0,9,9,0,1.0,0.0,0,16.0,5.0,7.0,41.7,62.0,54.1,74.0,1,2,39.0,0,1.83,8.0,3.0,5.0,1.21,0.64,6.6,3.0,3.7,0.96,-0.84,269.0,5.0,70.0,102.0,100.0,10.0,269.0,2.0,8.0,25.0,7.0,4.0,164.0,15.0
Mario Pašalić,FW,Croatia,1995,7,2,271,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.1,0.07,0.17,0.1,0.17,3,0,0.0,1.0,0.0,0.0,,7.8,0.0,0.09,-0.3,-0.3,76.0,95.0,80.0,1146.0,343.0,42.0,46.0,91.3,24.0,29.0,82.8,6.0,8.0,75.0,0.2,-0.2,1.0,3.0,1.0,1.0,5.0,95.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,5,2.0,4.0,1.0,3.0,7.0,42.9,4.0,6.0,2.0,4.0,3,10.0,3.0,0.0,4.0,1.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,2,0.0,0.0,0,21.0,7.0,7.0,50.0,39.0,39.3,58.0,0,5,31.0,0,1.43,1.0,2.0,-1.0,-0.33,-0.76,2.2,4.2,-2.0,-0.75,-0.35,132.0,8.0,30.0,79.0,26.0,6.0,132.0,0.0,4.0,0.0,6.0,3.0,80.0,12.0
Marko Livaja,FW,Croatia,1993,6,3,241,2.7,1,1,1,0,0,0,0,0.37,0.37,0.75,0.37,0.75,0.8,0.8,0.1,0.9,0.31,0.03,0.34,0.31,0.34,6,4,66.7,2.24,1.49,0.17,0.25,15.1,0.0,0.13,0.2,0.2,35.0,58.0,60.3,502.0,133.0,18.0,27.0,66.7,14.0,19.0,73.7,1.0,2.0,50.0,0.1,0.9,3.0,4.0,3.0,0.0,7.0,55.0,3.0,0.0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2,0.0,1.0,1.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,1,3.0,1.0,0.0,3.0,1.19,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0,6,3,1,0.0,0.0,0,10.0,4.0,5.0,44.4,40.0,34.9,62.0,0,3,18.0,1,1.5,4.0,2.0,2.0,0.75,0.95,2.4,3.3,-0.9,-0.36,0.25,83.0,1.0,5.0,38.0,42.0,18.0,83.0,0.0,2.0,0.0,7.0,2.0,64.0,21.0
Marquinhos,DF,Brazil,1994,5,4,426,4.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.8,0.9,0.04,0.17,0.21,0.04,0.21,2,0,0.0,0.42,0.0,0.0,,10.4,0.0,0.08,-0.2,-0.2,352.0,368.0,95.7,6124.0,1913.0,139.0,140.0,99.3,197.0,204.0,96.6,12.0,18.0,66.7,1.1,-0.8,4.0,36.0,3.0,1.0,18.0,355.0,12.0,10.0,0.0,3.0,1,2.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,4,3.0,2.0,0.0,4.0,5.0,80.0,1.0,6.0,1.0,5.0,2,7.0,6.0,0.0,9.0,2.04,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,0,1,2,0,0.0,0.0,0,28.0,4.0,4.0,50.0,85.0,88.8,98.0,4,1,36.0,0,2.0,8.0,3.0,5.0,1.06,1.06,10.8,1.8,9.0,2.05,1.09,392.0,30.0,137.0,238.0,18.0,6.0,392.0,1.0,1.0,100.0,2.0,0.0,310.0,2.0
Marten de Roon,MF,Netherlands,1991,5,3,184,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,97.0,119.0,81.5,1560.0,332.0,49.0,57.0,86.0,41.0,52.0,78.8,5.0,5.0,100.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,115.0,3.0,2.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,5,3.0,3.0,1.0,1.0,5.0,20.0,4.0,4.0,0.0,4.0,2,9.0,6.0,0.0,1.0,0.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0.0,0.0,0,8.0,4.0,3.0,57.1,37.0,38.3,57.0,0,2,7.0,0,2.2,5.0,1.0,4.0,1.96,1.35,2.3,1.3,1.0,0.5,1.26,142.0,6.0,32.0,98.0,12.0,0.0,142.0,0.0,0.0,,1.0,0.0,97.0,0.0
Mason Mount,MF,England,1999,4,2,186,2.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.1,0.02,0.12,0.1,0.12,4,1,25.0,1.94,0.48,0.0,0.0,23.0,0.0,0.05,-0.2,-0.2,61.0,73.0,83.6,1031.0,212.0,36.0,42.0,85.7,19.0,22.0,86.4,6.0,7.0,85.7,0.1,0.0,1.0,3.0,1.0,0.0,4.0,70.0,3.0,2.0,0.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2,1.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,2.0,0,2.0,0.0,0.0,2.0,0.96,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,9,0,1.0,0.0,0,7.0,0.0,3.0,0.0,47.0,41.3,80.0,1,2,13.0,1,1.75,4.0,1.0,3.0,1.45,-0.59,2.9,1.2,1.7,0.8,-0.21,91.0,0.0,5.0,48.0,39.0,2.0,91.0,2.0,3.0,66.7,6.0,2.0,71.0,12.0
Mateo Kovačić,MF,Croatia,1994,7,7,635,7.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,1.3,0.05,0.14,0.18,0.05,0.18,3,1,33.3,0.43,0.14,0.0,0.0,17.0,0.0,0.11,-0.3,-0.3,415.0,460.0,90.2,6213.0,1384.0,236.0,250.0,94.4,144.0,156.0,92.3,21.0,31.0,67.7,1.2,-1.0,9.0,47.0,7.0,0.0,31.0,446.0,14.0,5.0,3.0,5.0,3,1.0,5.0,0.0,0.0,0.0,0.0,6.0,24.0,17,10.0,11.0,3.0,4.0,11.0,36.4,7.0,4.0,1.0,3.0,4,28.0,5.0,0.0,17.0,2.41,16.0,0.0,1.0,0.0,0.0,0.0,2.0,0.28,2.0,0.0,0.0,0.0,0.0,0.0,0,3,11,0,0.0,0.0,0,46.0,4.0,2.0,66.7,91.0,92.0,91.0,2,0,,0,1.43,6.0,7.0,-1.0,-0.14,-3.41,6.0,10.6,-4.6,-0.66,-1.67,521.0,5.0,81.0,345.0,105.0,13.0,521.0,11.0,20.0,55.0,10.0,7.0,402.0,16.0
Mathew Leckie,MF,Australia,1991,4,4,333,3.7,1,1,1,0,0,0,0,0.27,0.27,0.54,0.27,0.54,0.1,0.1,0.3,0.5,0.04,0.08,0.12,0.04,0.12,1,1,100.0,0.27,0.27,1.0,1.0,13.6,0.0,0.15,0.9,0.9,67.0,103.0,65.0,791.0,268.0,43.0,54.0,79.6,16.0,24.0,66.7,1.0,4.0,25.0,0.0,0.7,2.0,8.0,1.0,0.0,7.0,101.0,2.0,0.0,0.0,0.0,4,2.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4,1.0,3.0,0.0,2.0,5.0,40.0,3.0,5.0,0.0,5.0,1,5.0,6.0,0.0,6.0,1.62,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.27,0.0,0.0,1.0,0.0,0.0,0.0,0,8,6,0,0.0,0.0,0,15.0,14.0,10.0,58.3,83.0,92.5,83.0,1,0,,0,1.5,3.0,6.0,-3.0,-0.81,-4.14,1.8,6.0,-4.2,-1.13,1.32,157.0,8.0,16.0,85.0,57.0,8.0,157.0,1.0,11.0,9.1,15.0,7.0,110.0,14.0
Mathew Ryan,GK,Australia,1992,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,113.0,164.0,68.9,3668.0,2579.0,13.0,13.0,100.0,46.0,46.0,100.0,54.0,105.0,51.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,111.0,53.0,16.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,6.0,1.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0,4.0,0.0,0.0,,90.0,100.0,90.0,4,0,,0,1.5,4.0,6.0,-2.0,-0.5,,2.3,7.2,-4.9,-1.23,,176.0,143.0,175.0,1.0,0.0,0.0,176.0,0.0,0.0,,0.0,0.0,78.0,0.0
Mathías Olivera,DF,Uruguay,1997,3,3,253,2.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.03,0.15,0.18,0.03,0.18,2,0,0.0,0.71,0.0,0.0,,16.9,0.0,0.05,-0.1,-0.1,104.0,133.0,78.2,1495.0,574.0,69.0,78.0,88.5,24.0,34.0,70.6,6.0,9.0,66.7,0.5,-0.4,5.0,7.0,4.0,2.0,7.0,107.0,26.0,1.0,0.0,0.0,6,25.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,5,7.0,2.0,0.0,4.0,7.0,57.1,3.0,9.0,0.0,9.0,2,11.0,10.0,0.0,9.0,3.2,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3,0,0.0,0.0,0,15.0,6.0,4.0,60.0,84.0,93.7,84.0,1,0,,0,1.33,2.0,1.0,1.0,0.36,5.65,3.5,2.5,1.0,0.35,4.73,178.0,12.0,64.0,62.0,52.0,3.0,178.0,0.0,3.0,0.0,7.0,2.0,74.0,7.0
Matt Turner,GK,United States,1994,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,101.0,128.0,78.9,2504.0,1748.0,26.0,26.0,100.0,50.0,51.0,98.0,24.0,50.0,48.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,98.0,30.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0.0,0.0,0,7.0,0.0,0.0,,90.0,100.0,90.0,4,0,,0,1.25,3.0,4.0,-1.0,-0.25,,4.1,4.4,-0.3,-0.07,,137.0,112.0,137.0,0.0,0.0,0.0,137.0,0.0,0.0,,0.0,0.0,69.0,0.0
Matty Cash,DF,Poland,1997,4,4,360,4.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.01,0.04,0.05,0.01,0.05,1,0,0.0,0.25,0.0,0.0,,24.2,0.0,0.04,0.0,0.0,123.0,160.0,76.9,1995.0,696.0,65.0,71.0,91.5,51.0,64.0,79.7,6.0,17.0,35.3,0.5,-0.2,2.0,12.0,2.0,2.0,8.0,127.0,33.0,3.0,0.0,2.0,9,30.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,3,3.0,1.0,0.0,3.0,6.0,50.0,3.0,7.0,2.0,5.0,0,4.0,17.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,3,0,0.0,0.0,0,10.0,2.0,1.0,66.7,90.0,100.0,90.0,4,0,,0,1.0,3.0,5.0,-2.0,-0.5,,4.5,7.3,-2.7,-0.69,,197.0,20.0,58.0,95.0,45.0,1.0,197.0,1.0,4.0,25.0,3.0,2.0,111.0,3.0
Matías Vecino,MF,Uruguay,1991,3,2,195,2.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05,1,1,100.0,0.46,0.46,0.0,0.0,10.1,0.0,0.1,-0.1,-0.1,76.0,106.0,71.7,1189.0,296.0,42.0,54.0,77.8,23.0,33.0,69.7,8.0,8.0,100.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,105.0,1.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3,1.0,2.0,1.0,1.0,3.0,33.3,2.0,6.0,2.0,4.0,4,8.0,1.0,0.0,1.0,0.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0.0,0.0,0,18.0,3.0,3.0,50.0,65.0,72.2,69.0,0,1,57.0,0,1.33,0.0,1.0,-1.0,-0.46,-1.66,1.6,1.7,0.0,-0.01,-0.22,130.0,5.0,41.0,73.0,17.0,2.0,130.0,0.0,0.0,,3.0,1.0,81.0,2.0
Maya Yoshida,DF,Japan,1988,4,4,390,4.3,0,1,0,0,0,1,0,0.0,0.23,0.23,0.0,0.23,0.0,0.0,0.4,0.4,0.0,0.09,0.09,0.0,0.09,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,198.0,232.0,85.3,3969.0,1370.0,64.0,69.0,92.8,108.0,114.0,94.7,25.0,45.0,55.6,0.0,0.6,1.0,3.0,0.0,0.0,6.0,227.0,5.0,4.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4,0.0,4.0,0.0,1.0,1.0,100.0,0.0,6.0,3.0,3.0,3,7.0,24.0,0.0,3.0,0.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,4,0,0.0,0.0,0,30.0,10.0,7.0,58.8,98.0,100.0,98.0,4,0,,0,1.75,5.0,4.0,1.0,0.23,,5.0,5.7,-0.7,-0.17,-0.17,277.0,46.0,129.0,147.0,2.0,1.0,277.0,1.0,2.0,50.0,1.0,1.0,184.0,0.0
Mehdi Taremi,FW,IR Iran,1992,3,3,270,3.0,2,1,1,1,1,0,0,0.67,0.33,1.0,0.33,0.67,1.3,0.6,0.7,1.2,0.45,0.22,0.67,0.18,0.4,5,1,20.0,1.67,0.33,0.2,1.0,16.0,0.0,0.11,0.7,0.4,58.0,78.0,74.4,956.0,157.0,22.0,29.0,75.9,26.0,32.0,81.3,6.0,8.0,75.0,0.1,0.3,9.0,8.0,0.0,0.0,4.0,71.0,7.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,3,2.0,2.0,0.0,2.0,5.0,40.0,3.0,5.0,1.0,4.0,2,6.0,3.0,0.0,11.0,3.67,8.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,5,4,1,0.0,0.0,0,13.0,5.0,7.0,41.7,90.0,100.0,90.0,3,0,,0,1.0,4.0,7.0,-3.0,-1.0,,3.2,4.2,-0.9,-0.32,,123.0,4.0,19.0,63.0,47.0,15.0,122.0,1.0,9.0,11.1,7.0,5.0,79.0,16.0
Memphis,FW,Netherlands,1994,5,3,297,3.3,1,0,1,0,0,1,0,0.3,0.0,0.3,0.3,0.3,1.5,1.5,0.5,2.0,0.44,0.16,0.61,0.44,0.61,10,5,50.0,3.03,1.52,0.1,0.2,15.0,0.0,0.15,-0.5,-0.5,93.0,123.0,75.6,1277.0,233.0,58.0,68.0,85.3,21.0,30.0,70.0,7.0,10.0,70.0,0.4,-0.5,3.0,6.0,2.0,0.0,4.0,113.0,8.0,0.0,1.0,1.0,2,1.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,1,0.0,1.0,0.0,1.0,2.0,50.0,1.0,4.0,0.0,4.0,1,2.0,0.0,1.0,5.0,1.51,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.91,1.0,0.0,0.0,2.0,0.0,0.0,0,1,5,1,0.0,0.0,0,10.0,2.0,6.0,25.0,59.0,61.9,74.0,0,2,37.0,0,2.2,7.0,4.0,3.0,0.91,-0.57,3.7,4.8,-1.0,-0.31,-0.09,165.0,0.0,6.0,82.0,79.0,16.0,165.0,2.0,11.0,18.2,10.0,7.0,138.0,34.0
Meshaal Barsham,GK,Qatar,1998,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,45.0,63.0,71.4,968.0,715.0,15.0,15.0,100.0,15.0,16.0,93.8,11.0,27.0,40.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,24.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,1.0,0.0,1.0,0.0,90.0,66.7,90.0,2,0,,1,0.0,1.0,5.0,-4.0,-2.0,0.0,1.1,2.4,-1.3,-0.63,0.23,69.0,61.0,69.0,0.0,0.0,0.0,69.0,0.0,0.0,,0.0,0.0,29.0,0.0
Michael Estrada,FW,Ecuador,1996,3,3,225,2.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.13,0.01,0.13,0.13,0.13,3,0,0.0,1.2,0.0,0.0,,13.0,0.0,0.1,-0.3,-0.3,28.0,50.0,56.0,480.0,138.0,13.0,22.0,59.1,11.0,16.0,68.8,3.0,4.0,75.0,0.4,0.0,1.0,6.0,2.0,0.0,7.0,48.0,1.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,3.0,0,1.0,0.0,0.0,4.0,1.6,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0,6,7,2,0.0,0.0,0,5.0,13.0,14.0,48.1,75.0,83.3,75.0,0,0,,0,1.33,3.0,2.0,1.0,0.4,0.4,2.9,2.0,0.9,0.36,-0.19,71.0,1.0,2.0,46.0,23.0,7.0,71.0,2.0,3.0,66.7,6.0,2.0,59.0,9.0
Milad Mohammadi,DF,IR Iran,1993,3,3,196,2.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,44.0,68.0,64.7,674.0,283.0,20.0,21.0,95.2,19.0,29.0,65.5,2.0,8.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,56.0,12.0,0.0,0.0,1.0,2,12.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,3,7.0,3.0,0.0,3.0,4.0,75.0,1.0,2.0,0.0,2.0,1,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,0.0,0.0,0,11.0,3.0,3.0,50.0,65.0,72.6,65.0,1,0,,0,1.0,2.0,5.0,-3.0,-1.38,-1.38,1.6,2.8,-1.2,-0.54,-0.81,90.0,8.0,41.0,36.0,15.0,0.0,90.0,0.0,1.0,0.0,1.0,2.0,33.0,0.0
Milan Borjan,GK,Canada,1987,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,76.0,98.0,77.6,1825.0,1254.0,19.0,19.0,100.0,39.0,40.0,97.5,18.0,38.0,47.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72.0,25.0,10.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,,90.0,100.0,90.0,3,0,,0,0.0,2.0,7.0,-5.0,-1.67,,4.2,3.9,0.3,0.11,,105.0,82.0,103.0,1.0,1.0,0.0,105.0,0.0,0.0,,1.0,0.0,42.0,0.0
